NAME,SEASON,G,FG%,3P%,FT%,REB,AST,STL,BLK,PTS,PER,TS%,USG%,WS,BPM,VORP
Luguentz Dort,2019-2020,36,0.39399999999999996,0.297,0.792,82.8,28.8,32.4,3.6,244.79999999999998,7.6,0.506,14.1,0.8,-3.7,-0.4
Noah Vonleh,2019-2020,36,0.565,0.2,0.7809999999999999,122.39999999999999,28.8,10.799999999999999,7.2,133.20000000000002,15.5,0.622,13.9,1.0,-1.0,0.1
Karl-Anthony Towns,2019-2020,35,0.508,0.41200000000000003,0.7959999999999999,378.0,154.0,31.5,42.0,927.5,26.5,0.642,28.8,5.1,7.8,2.9
Wilson Chandler,2019-2020,35,0.40399999999999997,0.306,0.87,143.5,38.5,17.5,10.5,206.5,7.4,0.531,12.9,0.7,-2.7,-0.1
Dante Exum,2019-2020,35,0.47100000000000003,0.349,0.7440000000000001,66.5,38.5,14.0,7.0,157.5,10.3,0.5760000000000001,15.0,0.4,-2.9,-0.1
JaKarr Sampson,2019-2020,34,0.591,0.154,0.667,88.4,20.4,17.0,13.600000000000001,156.39999999999998,12.6,0.615,13.2,1.2,-1.4,0.1
Dennis Smith Jr.,2019-2020,34,0.341,0.29600000000000004,0.509,78.19999999999999,98.6,27.200000000000003,6.800000000000001,187.0,7.4,0.39899999999999997,23.1,-0.9,-6.1,-0.6
Jonathan Isaac,2019-2020,34,0.47,0.34,0.779,231.2,47.599999999999994,54.400000000000006,78.19999999999999,404.6,17.3,0.552,18.3,2.5,2.3,1.1
Brandon Goodwin,2019-2020,34,0.4,0.299,0.9329999999999999,71.4,51.0,13.600000000000001,3.4000000000000004,207.39999999999998,11.6,0.507,22.4,0.1,-2.9,-0.1
Skal Labissière,2019-2020,33,0.551,0.231,0.758,168.29999999999998,42.9,6.6000000000000005,29.7,191.4,15.4,0.588,14.3,1.4,-1.3,0.1
Chris Clemons,2019-2020,33,0.401,0.34600000000000003,0.909,29.7,26.400000000000002,9.9,6.6000000000000005,161.70000000000002,13.1,0.5479999999999999,23.6,0.4,-1.0,0.1
Trey Burke,2019-2020,33,0.45,0.42700000000000005,0.7929999999999999,49.5,82.5,16.5,3.3000000000000003,244.20000000000002,15.6,0.5479999999999999,20.0,1.3,-0.2,0.2
Theo Pinson,2019-2020,33,0.29,0.188,0.938,52.800000000000004,56.1,16.5,3.3000000000000003,118.8,5.2,0.37,22.3,-0.6,-7.0,-0.5
Admiral Schofield,2019-2020,33,0.38,0.311,0.667,46.199999999999996,16.5,6.6000000000000005,3.3000000000000003,99.0,6.1,0.502,11.9,0.1,-5.5,-0.3
James Johnson,2019-2020,32,0.479,0.363,0.6459999999999999,118.4,73.6,25.6,32.0,268.8,14.8,0.5720000000000001,19.4,1.1,0.0,0.3
Romeo Langford,2019-2020,32,0.35,0.185,0.72,41.6,12.8,9.6,9.6,80.0,5.4,0.434,11.8,0.2,-4.9,-0.3
Reggie Jackson,2019-2020,31,0.41100000000000003,0.39299999999999996,0.833,93.0,127.1,12.4,6.2,368.90000000000003,13.7,0.529,23.1,1.1,-0.4,0.3
Kelan Martin,2019-2020,31,0.392,0.26,0.968,96.10000000000001,21.7,6.2,9.299999999999999,198.4,9.2,0.506,17.8,0.2,-4.3,-0.3
Edmond Sumner,2019-2020,31,0.43,0.264,0.552,46.5,55.800000000000004,15.5,9.299999999999999,151.9,10.1,0.491,17.3,0.4,-3.0,-0.1
Ty Jerome,2019-2020,31,0.336,0.28,0.75,46.5,43.4,15.5,3.1,102.3,7.9,0.425,17.9,0.0,-3.8,-0.2
Willy Hernangómez,2019-2020,31,0.532,0.22699999999999998,0.627,133.29999999999998,27.900000000000002,9.299999999999999,6.2,189.1,19.2,0.5760000000000001,22.9,0.8,0.1,0.2
Naz Reid,2019-2020,30,0.41200000000000003,0.33,0.698,122.99999999999999,36.0,18.0,21.0,270.0,15.3,0.505,24.0,0.8,-1.9,0.0
Bruno Caboclo,2019-2020,30,0.42700000000000005,0.182,0.889,60.0,12.0,15.0,18.0,90.0,14.1,0.484,18.0,0.4,-2.1,0.0
Jordan McLaughlin,2019-2020,30,0.489,0.382,0.667,48.0,126.0,33.0,3.0,228.0,16.3,0.5870000000000001,15.8,1.6,0.3,0.3
Wenyen Gabriel,2019-2020,30,0.43799999999999994,0.3,0.682,51.0,9.0,12.0,6.0,63.0,9.6,0.546,13.4,0.2,-3.8,-0.1
Jahlil Okafor,2019-2020,30,0.623,0.33299999999999996,0.645,126.0,36.0,6.0,21.0,243.0,18.3,0.642,19.9,1.3,-0.2,0.2
J.J. Barea,2019-2020,29,0.41100000000000003,0.376,0.909,52.2,113.1,5.800000000000001,2.9000000000000004,223.3,14.6,0.512,24.2,0.7,-1.4,0.1
Gary Payton II,2019-2020,29,0.414,0.28300000000000003,0.5,81.19999999999999,49.3,31.900000000000002,5.800000000000001,113.1,11.3,0.473,13.4,0.5,-1.6,0.0
Kyle O'Quinn,2019-2020,29,0.494,0.259,0.55,116.0,52.2,5.800000000000001,23.200000000000003,101.5,18.6,0.544,15.7,1.1,3.0,0.4
PJ Dozier,2019-2020,29,0.414,0.34700000000000003,0.7240000000000001,55.099999999999994,63.800000000000004,14.5,5.800000000000001,168.2,11.6,0.495,20.8,0.4,-3.9,-0.2
Reggie Bullock,2019-2020,29,0.402,0.33299999999999996,0.81,66.69999999999999,40.599999999999994,26.1,2.9000000000000004,234.89999999999998,9.3,0.502,15.6,0.5,-3.0,-0.2
Jacob Evans,2019-2020,29,0.336,0.33299999999999996,0.862,40.599999999999994,31.900000000000002,11.600000000000001,11.600000000000001,127.60000000000001,5.5,0.436,17.5,-0.5,-7.1,-0.5
Jordan Bell,2019-2020,29,0.522,0.33299999999999996,0.613,81.19999999999999,17.4,2.9000000000000004,8.7,92.80000000000001,13.9,0.5770000000000001,16.4,0.4,-2.5,0.0
Robert Williams,2019-2020,29,0.727,,0.647,127.60000000000001,26.1,23.200000000000003,34.8,150.8,23.1,0.728,13.6,2.0,5.1,0.7
Malcolm Miller,2019-2020,28,0.414,0.364,0.375,16.8,11.200000000000001,5.6000000000000005,2.8000000000000003,36.4,6.7,0.5379999999999999,9.6,0.3,-2.3,0.0
T.J. Leaf,2019-2020,28,0.419,0.278,0.43799999999999994,70.0,8.4,11.200000000000001,2.8000000000000003,84.0,12.9,0.451,20.0,0.3,-2.4,0.0
Ed Davis,2019-2020,28,0.478,,0.5,106.39999999999999,11.200000000000001,11.200000000000001,8.4,50.4,9.5,0.489,9.4,0.6,-3.2,-0.1
Chris Chiozza,2019-2020,28,0.39299999999999996,0.375,1.0,53.199999999999996,84.0,22.400000000000002,2.8000000000000003,142.79999999999998,12.0,0.499,18.1,0.5,-1.2,0.1
Luke Kennard,2019-2020,28,0.442,0.39899999999999997,0.893,98.0,114.79999999999998,11.200000000000001,5.6000000000000005,442.40000000000003,14.4,0.589,19.8,1.9,-0.3,0.4
Chandler Hutchison,2019-2020,28,0.457,0.316,0.59,109.2,25.2,28.0,8.4,218.4,12.4,0.521,19.1,0.7,-2.6,-0.1
Caleb Swanigan,2019-2020,27,0.596,0.0,0.529,99.9,29.700000000000003,2.7,8.1,64.8,7.6,0.597,13.5,0.0,-6.0,-0.3
Anžejs Pasečņiks,2019-2020,27,0.526,0.0,0.586,108.0,18.9,8.1,10.8,156.6,11.3,0.551,15.8,0.5,-5.6,-0.4
Tim Frazier,2019-2020,27,0.36200000000000004,0.33299999999999996,0.792,32.4,91.8,13.5,2.7,97.2,9.8,0.46399999999999997,17.3,0.1,-4.6,-0.2
Tyson Chandler,2019-2020,26,0.778,,0.462,65.0,5.2,5.2,7.8,33.800000000000004,10.8,0.7170000000000001,6.0,0.6,-1.5,0.0
Derrick Walton,2019-2020,26,0.462,0.41700000000000004,0.778,15.6,26.0,7.8,0.0,52.0,8.7,0.617,8.1,0.6,-1.0,0.1
Brandon Knight,2019-2020,25,0.353,0.344,0.588,40.0,70.0,10.0,2.5,182.5,8.5,0.503,20.6,-0.1,-4.4,-0.3
Stanley Johnson,2019-2020,25,0.373,0.292,0.563,37.5,20.0,5.0,5.0,60.0,9.9,0.45399999999999996,23.1,0.0,-2.6,0.0
Michael Kidd-Gilchrist,2019-2020,25,0.33299999999999996,0.25,0.7859999999999999,67.5,15.0,2.5,5.0,60.0,4.2,0.41600000000000004,13.7,-0.2,-7.4,-0.4
DeMarre Carroll,2019-2020,24,0.379,0.242,0.69,55.199999999999996,24.0,7.199999999999999,4.800000000000001,86.4,9.1,0.515,14.8,0.3,-3.9,-0.1
Norvel Pelle,2019-2020,24,0.521,0.0,0.5,72.0,7.199999999999999,2.4000000000000004,31.200000000000003,57.599999999999994,10.5,0.526,13.4,0.3,-5.2,-0.2
Zion Williamson,2019-2020,24,0.583,0.429,0.64,151.2,50.400000000000006,16.799999999999997,9.600000000000001,540.0,24.1,0.616,30.5,2.0,2.1,0.7
Courtney Lee,2019-2020,24,0.488,0.447,0.857,31.200000000000003,12.0,19.200000000000003,7.199999999999999,108.0,10.8,0.629,11.9,0.7,-0.6,0.1
Allonzo Trier,2019-2020,24,0.48100000000000004,0.358,0.7909999999999999,28.799999999999997,28.799999999999997,2.4000000000000004,4.800000000000001,156.0,14.5,0.62,21.4,0.5,-0.5,0.1
Jake Layman,2019-2020,23,0.45299999999999996,0.33299999999999996,0.75,57.5,16.099999999999998,16.099999999999998,9.200000000000001,209.29999999999998,10.3,0.544,17.7,0.3,-3.7,-0.2
Isaiah Hartenstein,2019-2020,23,0.657,0.0,0.679,89.7,18.400000000000002,9.200000000000001,11.5,108.10000000000001,18.6,0.674,14.8,1.1,0.3,0.2
Josh Jackson,2019-2020,22,0.44,0.319,0.7,66.0,35.2,17.6,8.8,198.0,14.1,0.547,22.8,0.5,0.0,0.2
Ante Žižić,2019-2020,22,0.569,,0.737,66.0,6.6,6.6,4.4,96.80000000000001,16.4,0.597,17.5,0.5,-3.2,-0.1
Cristiano Felício,2019-2020,22,0.63,0.0,0.7829999999999999,101.19999999999999,15.399999999999999,11.0,2.2,85.8,12.8,0.6709999999999999,9.1,1.0,-3.0,-0.1
Drew Eubanks,2019-2020,22,0.642,1.0,0.769,85.8,15.399999999999999,4.4,17.6,107.80000000000001,17.3,0.682,15.8,0.8,-1.7,0.0
Vincent Poirier,2019-2020,22,0.47200000000000003,0.5,0.857,44.0,8.8,2.2,8.8,41.8,12.7,0.525,15.4,0.3,-3.8,-0.1
Nicolas Batum,2019-2020,22,0.34600000000000003,0.28600000000000003,0.9,99.0,66.0,17.6,8.8,79.2,9.2,0.46299999999999997,9.4,0.6,-1.9,0.0
Juwan Morgan,2019-2020,21,0.5770000000000001,0.375,0.75,29.4,6.3,0.0,2.1,35.699999999999996,10.1,0.648,11.0,0.3,-3.2,0.0
Andre Iguodala,2019-2020,21,0.43200000000000005,0.298,0.4,77.7,50.4,14.7,21.0,96.6,10.5,0.507,12.7,0.6,-0.5,0.2
Rodney Hood,2019-2020,21,0.506,0.493,0.778,71.39999999999999,31.5,16.8,4.2,231.0,12.2,0.625,13.9,1.1,-0.9,0.2
Kevon Looney,2019-2020,20,0.36700000000000005,0.071,0.75,66.0,20.0,12.0,6.0,68.0,9.4,0.40299999999999997,15.7,0.0,-5.6,-0.2
Thanasis Antetokounmpo,2019-2020,20,0.5,0.0,0.41200000000000003,24.0,16.0,8.0,2.0,56.0,12.2,0.496,21.6,0.2,-3.2,0.0
Kyrie Irving,2019-2020,20,0.478,0.39399999999999996,0.922,104.0,128.0,28.0,10.0,548.0,26.2,0.595,32.6,2.9,7.7,1.6
Rayjon Tucker,2019-2020,20,0.465,0.17600000000000002,0.826,20.0,6.0,2.0,2.0,62.0,9.7,0.584,16.6,0.2,-6.0,-0.2
David Nwaba,2019-2020,20,0.521,0.429,0.667,46.0,8.0,12.0,12.0,104.0,14.0,0.627,14.2,0.8,1.0,0.2
Victor Oladipo,2019-2020,19,0.39399999999999996,0.317,0.8140000000000001,74.1,55.1,17.1,3.8000000000000003,275.5,11.3,0.506,26.5,0.0,-3.3,-0.2
Melvin Frazier,2019-2020,19,0.441,0.5,0.5,9.5,3.8000000000000003,9.5,1.9000000000000001,39.9,9.8,0.5589999999999999,14.0,0.2,-2.3,0.0
John Konchar,2019-2020,19,0.649,0.5,0.5,47.5,22.8,7.6000000000000005,3.8000000000000003,53.199999999999996,18.0,0.713,10.3,0.7,4.5,0.3
Evan Turner,2019-2020,19,0.373,0.0,0.857,38.0,38.0,9.5,7.6000000000000005,62.699999999999996,6.8,0.424,16.4,-0.3,-5.6,-0.2
Oshae Brissett,2019-2020,19,0.361,0.2,0.8,26.599999999999998,7.6000000000000005,3.8000000000000003,1.9000000000000001,36.1,6.7,0.45799999999999996,15.0,0.1,-5.4,-0.1
Amir Coffey,2019-2020,18,0.426,0.316,0.545,16.2,14.4,5.3999999999999995,1.8,57.6,8.5,0.493,17.6,0.1,-4.1,-0.1
Al-Farouq Aminu,2019-2020,18,0.29100000000000004,0.25,0.655,86.39999999999999,21.599999999999998,18.0,7.2,77.39999999999999,7.6,0.395,13.2,0.1,-3.0,-0.1
Yuta Watanabe,2019-2020,18,0.441,0.375,0.375,19.8,5.3999999999999995,5.3999999999999995,1.8,36.0,11.2,0.48,15.7,0.1,-1.8,0.0
Blake Griffin,2019-2020,18,0.35200000000000004,0.243,0.7759999999999999,84.60000000000001,59.4,7.2,7.2,279.0,11.9,0.47600000000000003,28.4,-0.1,-4.3,-0.3
Amile Jefferson,2019-2020,18,0.35700000000000004,,0.35700000000000004,23.400000000000002,3.6,1.8,3.6,14.4,8.9,0.37200000000000005,13.5,0.0,-5.8,-0.1
Chimezie Metu,2019-2020,18,0.5710000000000001,0.0,0.769,32.4,10.799999999999999,3.6,5.3999999999999995,57.6,22.2,0.608,23.7,0.3,1.8,0.1
Garrison Mathews,2019-2020,18,0.429,0.413,0.912,23.400000000000002,10.799999999999999,7.2,1.8,97.2,13.1,0.691,14.5,0.6,-1.1,0.1
Caleb Martin,2019-2020,18,0.44,0.541,0.81,37.800000000000004,23.400000000000002,12.6,7.2,111.60000000000001,12.0,0.595,15.0,0.5,-1.0,0.1
Keldon Johnson,2019-2020,17,0.596,0.591,0.795,57.8,15.3,13.600000000000001,1.7000000000000002,154.7,19.1,0.711,17.4,1.1,1.5,0.3
Alize Johnson,2019-2020,17,0.414,0.375,0.7,47.599999999999994,6.800000000000001,3.4000000000000004,1.7000000000000002,34.0,13.3,0.509,15.0,0.3,-1.5,0.0
Ryan Broekhoff,2019-2020,17,0.373,0.392,0.875,42.5,10.2,5.1,3.4000000000000004,71.4,13.1,0.568,16.3,0.4,0.7,0.1
Jalen McDaniels,2019-2020,16,0.47100000000000003,0.375,0.8240000000000001,65.6,12.8,8.0,3.2,89.6,10.7,0.574,13.3,0.5,-3.3,-0.1
Dragan Bender,2019-2020,16,0.446,0.349,0.7140000000000001,73.6,28.8,4.8,9.6,107.2,10.9,0.545,17.7,0.3,-3.0,-0.1
Jaylen Nowell,2019-2020,15,0.358,0.115,0.941,13.5,19.5,3.0,1.5,57.0,10.5,0.47100000000000003,17.3,0.2,-3.8,-0.1
Johnathan Williams,2019-2020,15,0.5589999999999999,0.0,0.5379999999999999,64.5,7.5,1.5,7.5,45.0,14.0,0.5660000000000001,10.3,0.4,-2.2,0.0
Nicolas Claxton,2019-2020,15,0.563,0.14300000000000002,0.524,43.5,16.5,1.5,7.5,66.0,14.8,0.5770000000000001,14.8,0.5,-0.6,0.1
Vlatko Čančar,2019-2020,14,0.4,0.16699999999999998,1.0,9.799999999999999,2.8000000000000003,1.4000000000000001,1.4000000000000001,16.8,11.4,0.507,19.1,0.1,-4.6,0.0
Tyrone Wallace,2019-2020,14,0.318,0.067,0.647,22.400000000000002,12.6,7.0,1.4000000000000001,40.6,3.9,0.389,16.0,-0.2,-8.7,-0.3
Alen Smailagić,2019-2020,14,0.5,0.231,0.8420000000000001,26.599999999999998,12.6,2.8000000000000003,4.2,58.800000000000004,14.5,0.61,18.2,0.2,-2.2,0.0
Otto Porter,2019-2020,14,0.44299999999999995,0.387,0.7040000000000001,47.6,25.2,15.400000000000002,5.6000000000000005,166.6,15.8,0.55,21.0,0.8,1.0,0.3
Marvin Bagley III,2019-2020,13,0.467,0.182,0.8059999999999999,97.5,10.4,6.5,11.700000000000001,184.6,15.6,0.512,25.8,0.4,-3.5,-0.1
Jaylen Hoard,2019-2020,13,0.469,0.0,0.615,32.5,3.9,5.2,0.0,37.699999999999996,14.9,0.504,17.2,0.2,-1.9,0.0
Tyler Cook,2019-2020,13,0.667,,0.875,14.3,1.3,2.6,0.0,23.400000000000002,19.4,0.741,14.7,0.2,-0.4,0.0
Michael Frazier,2019-2020,13,0.24100000000000002,0.174,0.643,10.4,2.6,2.6,0.0,27.3,-0.9,0.384,11.5,-0.2,-11.0,-0.3
Johnathan Motley,2019-2020,13,0.733,1.0,0.7140000000000001,10.4,7.8,2.6,0.0,28.6,28.5,0.774,23.5,0.3,8.1,0.1
DaQuan Jeffries,2019-2020,13,0.5,0.278,0.833,18.2,6.5,3.9,1.3,49.4,11.2,0.586,13.7,0.3,-3.8,-0.1
Juan Toscano-Anderson,2019-2020,13,0.46,0.348,0.6,52.0,26.0,13.0,5.2,68.89999999999999,9.4,0.529,12.7,0.2,-3.5,-0.1
Iman Shumpert,2019-2020,13,0.32799999999999996,0.242,0.5710000000000001,33.800000000000004,11.700000000000001,11.700000000000001,2.6,54.6,5.3,0.40299999999999997,13.4,0.0,-5.5,-0.2
Dean Wade,2019-2020,12,0.6920000000000001,0.5,0.0,19.200000000000003,2.4000000000000004,2.4000000000000004,3.5999999999999996,20.4,13.9,0.7440000000000001,9.9,0.2,-1.2,0.0
Mfiondu Kabengele,2019-2020,12,0.43799999999999994,0.45,1.0,10.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,42.0,18.2,0.614,23.7,0.2,2.2,0.1
Quinndary Weatherspoon,2019-2020,11,0.294,0.2,0.5,6.6,11.0,3.3,1.1,12.100000000000001,3.2,0.336,12.7,-0.1,-7.4,-0.1
Tremont Waters,2019-2020,11,0.28600000000000003,0.16699999999999998,1.0,12.100000000000001,16.5,9.9,2.2,39.6,4.3,0.381,24.2,-0.3,-7.5,-0.2
Zach Collins,2019-2020,11,0.47100000000000003,0.368,0.75,69.3,16.5,5.5,5.5,77.0,9.9,0.5379999999999999,12.5,0.3,-3.1,-0.1
Jarred Vanderbilt,2019-2020,11,0.625,0.0,1.0,8.8,2.2,3.3,1.1,12.100000000000001,7.6,0.6759999999999999,14.9,0.0,-6.0,-0.1
Antonius Cleveland,2019-2020,11,0.28600000000000003,0.0,0.6,6.6,1.1,1.1,3.3,11.0,2.5,0.34,16.9,-0.1,-10.1,-0.1
Adam Mokoka,2019-2020,11,0.429,0.4,0.5,9.9,4.4,4.4,0.0,31.9,8.2,0.5379999999999999,12.1,0.2,-4.1,-0.1
Justise Winslow,2019-2020,11,0.38799999999999996,0.222,0.667,72.6,44.0,6.6,5.5,124.30000000000001,8.5,0.44,20.6,0.0,-3.5,-0.1
Devon Hall,2019-2020,11,0.2,0.235,0.5,6.6,13.2,4.4,1.1,19.8,3.1,0.298,20.9,-0.2,-6.4,-0.1
Dion Waiters,2019-2020,10,0.414,0.319,0.8240000000000001,24.0,20.0,4.0,6.0,111.0,11.5,0.521,25.2,0.1,-1.2,0.0
Paul Watson,2019-2020,10,0.385,0.33299999999999996,0.778,17.0,8.0,4.0,1.0,31.0,12.6,0.517,16.1,0.2,-0.4,0.0
Kevin Hervey,2019-2020,10,0.259,0.15,,12.0,5.0,1.0,1.0,17.0,5.0,0.315,22.8,-0.1,-5.1,0.0
B.J. Johnson,2019-2020,10,0.281,0.33299999999999996,0.9,15.0,3.0,3.0,0.0,30.0,5.4,0.41200000000000003,22.1,-0.1,-9.0,-0.1
C.J. Miles,2019-2020,10,0.322,0.314,0.75,12.0,12.0,10.0,4.0,64.0,11.1,0.47200000000000003,18.6,0.1,-1.8,0.0
Jordan Bone,2019-2020,10,0.25,0.2,,4.0,8.0,1.0,0.0,12.0,0.8,0.3,18.1,-0.1,-11.9,-0.1
Nigel Williams-Goss,2019-2020,10,0.313,0.28600000000000003,1.0,6.0,6.0,3.0,1.0,14.0,8.1,0.415,17.4,0.0,-3.9,0.0
Louis King,2019-2020,10,0.381,0.364,0.0,10.0,5.0,2.0,0.0,20.0,6.2,0.44799999999999995,17.1,0.0,-6.2,-0.1
Miye Oni,2019-2020,10,0.375,0.368,0.8,17.0,4.0,4.0,2.0,35.0,9.7,0.512,15.3,0.1,-4.3,-0.1
Justin Anderson,2019-2020,10,0.263,0.207,0.5,21.0,8.0,0.0,6.0,28.0,3.2,0.35200000000000004,17.1,-0.1,-7.7,-0.2
Charlie Brown,2019-2020,10,0.316,0.33299999999999996,1.0,4.0,2.0,2.0,2.0,20.0,11.0,0.47200000000000003,25.1,0.0,-2.5,0.0
Kadeem Allen,2019-2020,10,0.43200000000000005,0.313,0.636,9.0,21.0,5.0,2.0,50.0,14.0,0.512,20.6,0.1,-0.7,0.0
Jarrell Brantley,2019-2020,9,0.35700000000000004,0.231,0.5,19.8,10.799999999999999,2.6999999999999997,5.3999999999999995,24.3,8.0,0.41600000000000004,16.3,0.0,-4.6,-0.1
Frank Mason III,2019-2020,9,0.451,0.28600000000000003,0.588,18.900000000000002,28.8,5.3999999999999995,0.9,62.1,16.9,0.53,24.3,0.4,0.0,0.1
Ignas Brazdeikis,2019-2020,9,0.273,0.111,0.8,5.3999999999999995,3.6,0.0,0.9,17.099999999999998,3.2,0.35100000000000003,21.0,-0.1,-9.0,-0.1
Moses Brown,2019-2020,9,0.4,,0.375,14.4,0.9,0.9,0.9,10.799999999999999,6.7,0.40700000000000003,21.2,0.0,-10.0,-0.1
Jeremiah Martin,2019-2020,9,0.45299999999999996,0.278,0.7859999999999999,9.9,18.0,7.2,1.8,63.9,21.8,0.541,26.7,0.4,3.2,0.1
Donta Hall,2019-2020,9,0.682,,0.5,37.800000000000004,3.6,2.6999999999999997,6.3,38.699999999999996,13.6,0.652,11.1,0.4,-3.7,-0.1
Gabe Vincent,2019-2020,9,0.21600000000000003,0.222,,5.3999999999999995,6.3,5.3999999999999995,0.0,21.599999999999998,1.2,0.297,20.2,-0.2,-10.4,-0.2
Justin Robinson,2019-2020,9,0.41700000000000004,0.6,,5.3999999999999995,7.2,0.0,0.9,12.6,8.2,0.542,12.7,0.0,-5.7,0.0
Josh Magette,2019-2020,8,0.33299999999999996,0.25,0.5,6.4,4.8,3.2,0.8,12.0,5.1,0.37799999999999995,23.7,-0.1,-6.2,0.0
Vic Law,2019-2020,8,0.33299999999999996,0.14300000000000002,0.33299999999999996,11.2,3.2,2.4,0.0,15.2,3.7,0.363,15.8,-0.1,-9.6,-0.1
Khyri Thomas,2019-2020,8,0.294,0.35700000000000004,0.5,0.8,3.2,3.2,0.0,16.8,3.1,0.45299999999999996,15.6,0.0,-7.9,-0.1
Cameron Payne,2019-2020,8,0.485,0.517,0.857,31.2,24.0,8.0,2.4,87.2,15.7,0.612,19.1,0.5,1.5,0.2
Jusuf Nurkić,2019-2020,8,0.495,0.2,0.8859999999999999,82.4,32.0,11.2,16.0,140.8,22.6,0.5670000000000001,24.0,0.9,2.0,0.2
Jonah Bolden,2019-2020,7,0.364,0.0,0.5,9.1,0.0,2.8000000000000003,2.1,9.799999999999999,4.9,0.392,13.4,0.0,-8.8,-0.1
Jarrod Uthoff,2019-2020,7,0.389,0.33299999999999996,1.0,6.3,0.0,0.7000000000000001,0.0,18.900000000000002,8.8,0.503,14.8,0.0,-4.5,0.0
Andre Roberson,2019-2020,7,0.276,0.214,0.5,27.3,4.2,0.7000000000000001,2.8000000000000003,20.3,5.4,0.335,16.1,0.0,-5.3,-0.1
Mychal Mulder,2019-2020,7,0.38799999999999996,0.308,0.75,23.099999999999998,7.700000000000001,2.1,0.7000000000000001,77.0,7.8,0.5329999999999999,16.2,0.1,-6.1,-0.2
Zhaire Smith,2019-2020,7,0.273,0.0,0.5,2.1,2.1,2.8000000000000003,0.0,7.700000000000001,1.1,0.313,19.9,-0.1,-10.0,-0.1
Tacko Fall,2019-2020,7,0.7859999999999999,,0.33299999999999996,14.700000000000001,0.7000000000000001,0.7000000000000001,4.2,23.099999999999998,28.4,0.7509999999999999,23.7,0.2,6.5,0.1
Bol Bol,2019-2020,7,0.5,0.444,0.8,18.900000000000002,6.3,2.1,6.3,39.9,14.4,0.617,21.2,0.1,-2.9,0.0
Lance Thomas,2019-2020,7,0.348,0.308,1.0,13.299999999999999,6.3,0.0,0.0,23.8,3.0,0.485,13.1,0.0,-8.3,-0.2
Jerian Grant,2019-2020,6,0.37,0.25,0.7140000000000001,6.0,9.0,1.2000000000000002,1.2000000000000002,27.0,6.6,0.449,17.2,0.0,-6.8,-0.1
Brian Bowen,2019-2020,6,0.3,0.0,,7.199999999999999,0.0,0.0,1.2000000000000002,6.0,0.1,0.3,15.6,-0.1,-10.7,-0.1
J.R. Smith,2019-2020,6,0.318,0.091,1.0,4.800000000000001,3.0,1.2000000000000002,0.0,16.799999999999997,0.0,0.37200000000000005,14.3,-0.1,-9.8,-0.2
Dewan Hernandez,2019-2020,6,0.35700000000000004,0.5,0.6,13.799999999999999,3.0,1.2000000000000002,0.0,13.799999999999999,12.9,0.43200000000000005,29.3,0.0,-9.6,-0.1
Talen Horton-Tucker,2019-2020,6,0.467,0.308,0.5,7.199999999999999,6.0,7.800000000000001,1.2000000000000002,34.2,12.3,0.535,19.7,0.1,-2.1,0.0
Jalen Lecque,2019-2020,5,0.4,0.0,1.0,2.0,2.0,0.0,0.0,10.0,2.7,0.46,17.1,0.0,-10.0,-0.1
Corey Brewer,2019-2020,5,0.5,0.0,0.33299999999999996,8.0,2.0,4.0,0.0,5.0,8.7,0.47,9.6,0.0,-3.1,0.0
Justin Patton,2019-2020,5,0.4,0.25,,5.0,2.0,0.0,0.0,9.0,4.7,0.45,22.0,0.0,-10.1,0.0
Kostas Antetokounmpo,2019-2020,5,1.0,,0.5,3.0,2.0,0.0,0.0,7.0,16.3,0.902,10.3,0.1,-0.7,0.0
Stephen Curry,2019-2020,5,0.402,0.245,1.0,26.0,33.0,5.0,2.0,104.0,21.7,0.557,33.6,0.3,3.9,0.2
KZ Okpala,2019-2020,5,0.6,0.0,0.5,5.0,1.0,2.0,1.0,7.0,13.7,0.595,11.7,0.1,2.7,0.0
Zach Norvell,2019-2020,5,0.25,0.375,1.0,6.0,3.0,2.0,0.0,10.0,2.6,0.402,16.1,-0.1,-8.4,-0.1
Naz Mitrou-Long,2019-2020,5,0.353,0.16699999999999998,,7.0,8.0,1.0,1.0,14.0,7.8,0.41200000000000003,18.7,0.0,-1.4,0.0
Joakim Noah,2019-2020,5,0.5,,0.75,16.0,7.0,1.0,1.0,14.0,11.1,0.608,14.7,0.1,-1.6,0.0
Henry Ellenson,2019-2020,5,0.14300000000000002,0.0,,6.0,1.0,0.0,0.0,2.0,-1.3,0.14300000000000002,19.5,-0.1,-10.9,0.0
Chandler Parsons,2019-2020,5,0.278,0.28600000000000003,,7.0,3.0,4.0,1.0,14.0,5.6,0.389,16.1,-0.1,-6.1,-0.1
Zylan Cheatham,2019-2020,4,0.667,0.0,,9.2,3.2,1.2,1.2,12.0,6.7,0.667,10.4,0.0,-7.1,-0.1
Justin Wright-Foreman,2019-2020,4,0.35,0.2,0.75,5.2,7.2,2.0,0.0,19.2,8.8,0.43700000000000006,24.1,0.0,-9.0,-0.1
Daryl Macon,2019-2020,4,0.33299999999999996,0.5,,0.0,1.2,0.0,0.0,3.2,-3.1,0.5,15.7,0.0,-11.4,0.0
Udonis Haslem,2019-2020,4,0.364,0.33299999999999996,0.75,16.0,1.2,0.0,0.0,12.0,6.5,0.47,13.8,0.0,-7.6,-0.1
